ConfName;Rank;Papers_1_Edition;Papers_2_Edition;Papers_3_Edition;Papers_4_Edition;Papers_5_Edition;Num_Papers;Authors_1_Edition;Authors_2_Edition;Authors_3_Edition;Authors_4_Edition;Authors_5_Edition;Num_Authors;Authors_per_paper_1_Edition;Authors_per_paper_2_Edition;Authors_per_paper_3_Edition;Authors_per_paper_4_Edition;Authors_per_paper_5_Edition;Authors_per_Paper;Papers_per_author_1_Edition;Papers_per_author_2_Edition;Papers_per_author_3_Edition;Papers_per_author_4_Edition;Papers_per_author_5_Edition;Papers_per_Author;Newcomers_rate_12_Edition;Newcomers_rate_23_Edition;Newcomers_rate_34_Edition;Newcomers_rate_45_Edition;Newcomers;Surviving_rate_12_Edition;Surviving_rate_23_Edition;Surviving_rate_34_Edition;Surviving_rate_45_Edition;Survivors;Newcomer_papers_rate_12_Edition;Newcomer_papers_rate_23_Edition;Newcomer_papers_rate_34_Edition;Newcomer_papers_rate_45_Edition;Newcomer_Papers;Community_papers_12_Edition;Community_papers_23_Edition;Community_papers_34_Edition;Community_papers_45_Edition;Community_Papers;AvgDegree_1_LastEdition;AvgDegree_2_LastEdition;AvgDegree_3_LastEdition;AvgDegree_4_LastEdition;AvgDegree_5_LastEdition;Avg_Degree;GraphDensity_1_LastEdition;GraphDensity_2_LastEdition;GraphDensity_3_LastEdition;GraphDensity_4_LastEdition;GraphDensity_5_LastEdition;Graph_Density;GraphModularity_1_LastEdition;GraphModularity_2_LastEdition;GraphModularity_3_LastEdition;GraphModularity_4_LastEdition;GraphModularity_5_LastEdition;Graph_Modularity;ConnectedComponents_1_LastEdition;ConnectedComponents_2_LastEdition;ConnectedComponents_3_LastEdition;ConnectedComponents_4_LastEdition;ConnectedComponents_5_LastEdition;Connected_Components;AveragePathLength_1_LastEdition;AveragePathLength_2_LastEdition;AveragePathLength_3_LastEdition;AveragePathLength_4_LastEdition;AveragePathLength_5_LastEdition;Avg_Path_Length;ProminentFigures_1_LastEdition;ProminentFigures_2_LastEdition;ProminentFigures_3_LastEdition;ProminentFigures_4_LastEdition;ProminentFigures_5_LastEdition;Prominent_Figures;Community_Size
21-International-Conference-on-Generative-Programming-and-Component-Engineering;B;13,000;17,000;14,000;18,000;18,000;16,000;44,000;59,000;49,000;61,000;52,000;53,000;3,385;3,823;3,643;3,611;2,889;3,470;1,000;1,102;1,041;1,066;1,000;1,042;81,818;81,356;83,673;93,443;85,073;4,545;3,390;4,082;6,557;4,644;46,154;35,294;50,000;83,333;53,695;15,385;5,882;7,143;0,000;7,102;3,091;3,966;3,388;3,279;2,115;3,556;0,072;0,068;0,071;0,055;0,041;0,015;13,000;13,000;12,000;15,000;18,000;48,000;13,000;13,000;12,000;15,000;18,000;46,000;1,000;1,209;1,098;1,291;1,000;2,532;0,000;0,000;0,000;0,000;0,000;0,427;234,000
26-Dynamic-Languages-Symposium;B;13,000;9,000;10,000;9,000;8,000;9,800;47,000;26,000;34,000;29,000;20,000;31,200;4,000;3,111;3,500;3,222;2,500;3,267;1,106;1,077;1,029;1,000;1,000;1,043;87,234;84,615;91,176;100,000;90,756;6,383;15,385;8,824;0,000;7,648;61,538;66,667;70,000;100,000;74,551;0,000;0,000;0,000;0,000;0,000;3,532;2,769;3,059;3,517;2,100;3,343;0,077;0,111;0,093;0,126;0,111;0,024;10,000;8,000;9,000;9,000;8,000;33,000;10,000;7,000;9,000;9,000;8,000;33,000;1,182;1,345;1,071;1,000;1,000;1,443;0,000;0,000;0,000;0,000;0,000;0,699;143,000
28-International-Computer-Software-and-Applications-Conference;B;71,000;88,000;77,000;86,000;62,000;76,800;240,000;287,000;247,000;276,000;207,000;251,400;3,690;3,477;3,416;3,407;3,645;3,527;1,092;1,066;1,065;1,062;1,092;1,075;82,083;82,927;79,757;93,841;84,652;7,083;9,756;14,170;6,159;9,292;53,521;60,227;57,143;87,209;64,525;4,225;5,682;11,688;2,326;5,980;3,283;3,199;3,166;2,891;3,304;3,455;0,014;0,011;0,013;0,011;0,016;0,003;59,000;73,000;67,000;80,000;52,000;236,000;59,000;73,000;67,000;80,000;52,000;235,000;1,113;1,529;1,141;1,032;1,197;1,962;0,000;0,000;0,000;0,000;0,000;0,911;1098,000
3-International-Conference-on-Computer-Safety-Reliability-and-Security;B;23,000;27,000;33,000;34,000;34,000;30,200;84,000;99,000;105,000;135,000;112,000;107,000;3,696;3,667;3,212;4,324;3,441;3,668;1,012;1,000;1,010;1,089;1,045;1,031;65,476;75,758;77,143;100,000;79,594;9,524;15,152;11,429;0,000;9,026;39,130;59,259;54,545;100,000;63,234;17,391;14,815;6,061;0,000;9,567;3,357;3,596;2,610;4,711;3,857;4,127;0,040;0,037;0,025;0,035;0,035;0,009;22,000;27,000;32,000;26,000;29,000;93,000;22,000;27,000;32,000;26,000;29,000;91,000;1,078;1,000;1,028;1,335;1,122;1,853;0,000;0,000;0,000;0,000;0,000;0,000;458,000
30-Symposium-On-Usable-Privacy-and-Security;B;21,000;15,000;12,000;13,000;14,000;15,000;66,000;63,000;41,000;44,000;42,000;51,200;3,524;4,467;3,417;3,539;3,214;3,632;1,121;1,064;1,000;1,046;1,071;1,060;71,212;87,302;73,171;90,909;80,648;24,242;3,175;19,512;9,091;14,005;42,857;53,333;66,667;69,231;58,022;9,524;0,000;0,000;0,000;2,381;3,182;4,444;2,780;3,455;3,476;3,963;0,049;0,072;0,070;0,080;0,085;0,019;15,000;13,000;12,000;11,000;11,000;44,000;15,000;13,000;12,000;11,000;11,000;40,000;1,396;1,336;1,000;1,224;1,232;2,616;0,000;0,000;0,000;0,000;0,000;0,467;214,000
31-Asia-Pacific-Software-Engineering-Conference;B;59,000;103,000;100,000;49,000;47,000;71,600;192,000;314,000;286,000;158,000;156,000;221,200;3,814;3,330;3,360;3,347;3,511;3,472;1,172;1,092;1,175;1,038;1,058;1,107;72,396;71,019;84,615;91,772;79,951;17,708;23,567;9,441;8,228;14,736;37,288;40,777;59,000;79,592;54,164;10,169;13,592;3,000;0,000;6,690;3,750;3,045;2,944;2,924;3,141;3,556;0,020;0,010;0,010;0,019;0,020;0,004;50,000;79,000;78,000;45,000;41,000;178,000;50,000;79,000;78,000;45,000;41,000;178,000;1,149;1,272;1,362;1,061;1,140;1,778;0,000;0,318;0,000;0,000;0,000;1,768;905,000
34-International-Conference-on-Information-Systems-Security;B;27,000;29,000;24,000;24,000;16,000;24,000;85,000;80,000;69,000;77,000;50,000;72,200;3,222;3,103;2,875;3,208;3,313;3,144;1,023;1,125;1,000;1,000;1,060;1,042;88,235;71,250;82,609;97,403;84,874;8,235;16,250;13,043;2,597;10,032;66,667;55,172;70,833;91,667;71,085;0,000;17,241;4,167;0,000;5,352;2,612;2,750;2,435;2,779;2,880;2,904;0,031;0,035;0,036;0,037;0,059;0,009;25,000;23,000;24,000;24,000;15,000;85,000;25,000;23,000;24,000;24,000;15,000;85,000;1,083;1,191;1,000;1,000;1,000;1,520;0,000;0,000;0,000;0,000;0,000;0,955;314,000
37-Conference-on-Agile-Software-Development;B;6,000;20,000;26,000;36,000;8,000;19,200;18,000;43,000;51,000;63,000;18,000;38,600;3,000;2,200;2,000;1,833;2,750;2,357;1,000;1,023;1,020;1,048;1,222;1,063;83,333;65,116;96,078;90,476;83,751;11,111;20,930;3,922;9,524;11,372;66,667;60,000;96,154;86,111;77,233;16,667;15,000;0,000;8,333;10,000;3,000;2,140;1,765;1,302;2,000;1,904;0,176;0,051;0,035;0,021;0,118;0,011;6,000;19,000;25,000;33,000;6,000;76,000;6,000;19,000;25,000;33,000;6,000;76,000;1,000;1,148;1,118;1,167;1,182;1,540;0,000;0,000;0,000;0,000;0,000;1,198;167,000
38-European-Conference-on-Pattern-Languages-of-Programs;B;35,000;11,000;39,000;31,000;35,000;30,200;73,000;28,000;67,000;50,000;57,000;55,000;2,571;2,546;1,846;1,677;1,857;2,100;1,233;1,000;1,075;1,040;1,140;1,098;75,342;92,857;53,731;68,000;72,483;15,068;7,143;31,343;32,000;21,389;37,143;81,818;33,333;54,839;51,783;17,143;9,091;35,897;32,258;23,597;2,712;1,929;1,373;1,160;1,263;2,115;0,038;0,071;0,021;0,024;0,023;0,010;25,000;11,000;36,000;29,000;30,000;79,000;25,000;11,000;36,000;29,000;30,000;79,000;1,298;1,000;1,061;1,065;1,122;1,421;1,370;0,000;0,000;0,000;0,000;2,404;208,000
41-International-Conference-on-Availability-Reliability-and-Security;B;74,000;105,000;80,000;141,000;103,000;100,600;216,000;321,000;215,000;347,000;287,000;277,200;3,095;3,257;3,138;2,773;3,010;3,054;1,060;1,065;1,167;1,127;1,080;1,100;68,981;77,570;76,744;89,625;78,230;25,000;12,150;16,744;10,375;16,067;48,649;54,286;53,750;77,305;58,497;13,514;10,476;16,250;4,965;11,301;2,741;2,991;2,865;2,490;2,571;3,022;0,013;0,009;0,013;0,007;0,009;0,003;64,000;90,000;63,000;110,000;89,000;288,000;64,000;90,000;63,000;110,000;89,000;288,000;1,181;1,166;1,147;1,216;1,091;1,888;0,000;0,000;0,465;0,000;0,000;1,550;1161,000
44-International-Conference-on-Principles-and-Practice-of-Declarative-Programming;B;24,000;26,000;19,000;16,000;23,000;21,600;62,000;72,000;53,000;49,000;41,000;55,400;2,625;2,846;2,789;3,125;1,913;2,660;1,016;1,028;1,000;1,020;1,073;1,028;79,032;83,333;100,000;100,000;90,591;4,839;2,778;0,000;0,000;1,904;58,333;80,769;100,000;100,000;84,776;8,333;3,846;0,000;0,000;3,045;2,290;2,194;2,340;2,898;1,317;2,333;0,038;0,031;0,045;0,060;0,033;0,009;23,000;24,000;19,000;15,000;21,000;87,000;23,000;24,000;19,000;15,000;21,000;87,000;1,053;1,060;1,000;1,078;1,036;1,179;0,000;0,000;0,000;0,000;0,000;0,000;252,000
45-International-Conference-on-Model-Transformation;B;14,000;13,000;19,000;15,000;18,000;15,800;46,000;41,000;54,000;59,000;49,000;49,800;3,429;3,385;2,947;4,000;3,278;3,408;1,043;1,073;1,037;1,017;1,204;1,075;69,565;60,976;59,259;83,051;68,213;10,870;24,390;31,481;16,949;20,923;35,714;23,077;36,842;86,667;45,575;7,143;30,769;26,316;0,000;16,057;3,435;3,171;2,630;4,576;2,939;3,936;0,076;0,079;0,050;0,079;0,061;0,021;13,000;11,000;17,000;14,000;13,000;36,000;13,000;10,000;17,000;14,000;13,000;36,000;1,013;1,323;1,101;1,022;1,283;1,754;0,000;0,000;0,000;0,000;0,000;1,604;187,000
5-International-Conference-on-Evaluation-of-Novel-Approaches-to-Software-Engineering;B;28,000;31,000;29,000;27,000;33,000;29,600;85,000;89,000;62,000;81,000;91,000;81,600;3,107;2,935;2,448;3,111;2,879;2,896;1,023;1,023;1,145;1,037;1,044;1,054;84,706;84,270;87,097;86,420;85,623;9,412;6,742;9,677;13,580;9,853;71,429;77,419;86,207;81,481;79,134;10,714;9,677;3,448;3,704;6,886;2,659;2,539;2,097;2,642;2,396;2,630;0,032;0,029;0,034;0,033;0,027;0,007;27,000;29,000;24,000;24,000;29,000;110,000;27,000;29,000;24,000;24,000;29,000;110,000;1,000;1,042;1,182;1,116;1,199;1,411;0,000;0,000;0,000;0,000;0,000;0,276;362,000
52-ACM-IEEE-International-Conference-on-Distributed-Smart-Cameras;B;40,000;40,000;38,000;42,000;30,000;38,000;132,000;122,000;115,000;126,000;77,000;114,400;3,650;3,475;3,553;3,524;2,800;3,400;1,106;1,139;1,174;1,175;1,091;1,137;72,727;58,197;79,130;84,921;73,744;14,394;29,508;16,522;15,079;18,876;55,000;37,500;42,105;69,048;50,913;17,500;12,500;10,526;7,143;11,917;3,379;3,148;3,478;3,238;2,364;3,606;0,026;0,026;0,031;0,026;0,031;0,008;30,000;31,000;27,000;32,000;25,000;92,000;30,000;31,000;27,000;32,000;25,000;90,000;1,350;1,094;1,506;1,247;1,195;2,026;0,000;0,000;0,870;0,000;0,000;2,715;442,000
54-International-Conference-on-Provable-Security;B;26,000;19,000;20,000;26,000;17,000;21,600;64,000;46,000;48,000;68,000;44,000;54,000;2,654;2,684;2,700;2,885;2,823;2,749;1,078;1,109;1,125;1,103;1,091;1,101;71,875;63,043;68,750;97,059;75,182;12,500;19,565;16,667;2,941;12,918;53,846;36,842;45,000;96,154;57,961;11,538;15,789;10,000;0,000;9,332;2,469;2,261;2,417;2,412;2,227;2,697;0,039;0,050;0,051;0,036;0,052;0,012;22,000;15,000;16,000;21,000;15,000;59,000;22,000;15,000;16,000;21,000;15,000;57,000;1,081;1,133;1,263;1,128;1,075;2,461;0,000;0,000;0,000;0,000;0,000;0,917;218,000
55-International-Conference-on-Reliable-Software-Technologies;B;13,000;11,000;15,000;18,000;19,000;15,200;28,000;30,000;35,000;39,000;40,000;34,400;2,539;2,727;2,400;2,278;2,368;2,462;1,179;1,000;1,029;1,051;1,125;1,077;53,571;76,667;74,286;87,179;72,926;10,714;3,333;14,286;12,821;10,288;38,462;54,545;53,333;77,778;56,030;38,462;9,091;13,333;0,000;15,221;2,000;2,000;1,657;2,103;2,100;2,261;0,074;0,069;0,049;0,055;0,054;0,017;10,000;11,000;14,000;16,000;16,000;45,000;10,000;11,000;14,000;16,000;16,000;45,000;1,176;1,000;1,033;1,196;1,106;1,607;0,000;0,000;0,000;0,000;0,000;2,899;138,000
57-International-Symposium-Component-Based-Software-Engineering;B;21,000;20,000;23,000;22,000;14,000;20,000;67,000;65,000;75,000;63,000;47,000;63,400;3,238;3,650;3,391;3,000;3,429;3,342;1,015;1,123;1,040;1,048;1,021;1,049;74,627;72,308;74,667;87,302;77,226;4,478;20,000;14,667;12,698;12,961;66,667;45,000;56,522;81,818;62,502;4,762;5,000;21,739;0,000;7,875;2,746;3,477;3,040;2,540;2,809;3,302;0,042;0,054;0,041;0,041;0,061;0,013;20,000;16,000;20,000;20,000;13,000;60,000;20,000;16,000;20,000;20,000;13,000;60,000;1,021;1,236;1,095;1,024;1,029;1,637;0,000;0,000;0,000;0,000;0,000;0,784;255,000
59-International-Conference-on-Formal-Engineering-Methods;B;29,000;28,000;31,000;41,000;43,000;34,400;95,000;97,000;92,000;111,000;108,000;100,600;3,586;3,893;3,290;3,000;2,791;3,312;1,095;1,124;1,109;1,108;1,111;1,109;77,895;68,041;70,652;88,288;76,219;12,632;14,433;14,130;11,712;13,227;51,724;32,143;41,935;75,610;50,353;0,000;17,857;9,677;4,878;8,103;3,116;4,124;3,065;2,667;2,296;3,372;0,033;0,043;0,034;0,024;0,021;0,008;25,000;21,000;27,000;35,000;36,000;99,000;25,000;20,000;27,000;35,000;36,000;97,000;1,213;1,965;1,175;1,145;1,114;2,458;1,053;0,000;0,000;0,000;0,000;1,460;411,000
62-Practical-Aspects-of-Declarative-Languages;B;15,000;17,000;20,000;17,000;19,000;17,600;38,000;47,000;55,000;41,000;39,000;44,000;2,600;3,059;2,800;2,529;2,158;2,629;1,026;1,106;1,018;1,049;1,051;1,050;68,421;78,723;92,727;90,244;82,529;2,632;8,511;3,636;9,756;6,134;53,333;58,824;85,000;82,353;69,877;26,667;5,882;0,000;5,882;9,608;2,053;2,723;2,691;2,195;1,641;2,558;0,055;0,059;0,050;0,055;0,043;0,014;14,000;14,000;19,000;16,000;17,000;60,000;14,000;14,000;19,000;16,000;17,000;60,000;1,170;1,086;1,039;1,000;1,135;1,226;0,000;0,000;0,000;0,000;0,000;0,000;190,000
64-Fundamental-Approaches-to-Software-Engineering;B;28,000;25,000;33,000;30,000;25,000;28,200;93,000;76,000;114,000;94,000;78,000;91,000;3,321;3,160;3,515;3,233;3,200;3,286;1,000;1,039;1,018;1,032;1,026;1,023;80,645;80,263;91,228;86,170;84,577;8,602;9,211;6,140;13,830;9,446;67,857;52,000;84,848;73,333;69,510;14,286;16,000;9,091;6,667;11,511;2,817;2,711;3,158;2,787;2,615;3,128;0,031;0,036;0,028;0,030;0,034;0,008;28,000;22,000;31,000;28,000;23,000;96,000;28,000;22,000;31,000;28,000;23,000;96,000;1,000;1,088;1,011;1,097;1,064;2,021;0,000;0,000;0,000;0,000;0,000;0,251;399,000
68-Computational-Intelligence-in-Security-for-Information-Systems;B;95,000;118,000;161,000;102,000;177,000;130,600;255,000;325,000;429,000;274,000;494,000;355,400;3,611;3,610;3,497;3,774;3,356;3,570;1,345;1,311;1,312;1,405;1,202;1,315;58,824;68,923;74,825;75,182;69,439;28,235;25,231;19,114;24,818;24,349;31,579;42,373;50,311;47,059;42,830;23,158;16,949;18,634;8,824;16,891;3,600;3,748;3,846;3,854;3,259;3,924;0,014;0,012;0,009;0,014;0,007;0,003;63,000;71,000;104,000;55,000;126,000;294,000;61,000;67,000;101,000;54,000;126,000;286,000;1,983;3,321;2,281;1,781;1,389;3,469;2,745;1,538;1,399;3,285;0,607;3,584;1395,000
72-International-Conference-on-Model-Driven-Engineering-Languages-and-Systems;B;41,000;47,000;50,000;49,000;56,000;48,600;150,000;153,000;152,000;152,000;153,000;152,000;3,976;3,468;3,360;3,490;3,161;3,491;1,087;1,065;1,105;1,125;1,157;1,108;63,333;66,013;64,474;80,921;68,685;17,333;20,915;23,026;19,079;20,088;31,707;27,660;32,000;65,306;39,168;9,756;14,894;6,000;2,041;8,173;4,667;3,098;2,829;3,171;3,007;4,053;0,031;0,020;0,019;0,021;0,020;0,007;32,000;38,000;42,000;41,000;46,000;102,000;32,000;38,000;42,000;41,000;46,000;98,000;1,279;1,472;1,115;1,216;1,199;4,257;0,000;0,000;0,658;0,000;0,000;3,333;570,000
73-International-Conference-on-Tests-and-Proofs;B;14,000;13,000;13,000;13,000;12,000;13,000;51,000;39,000;47,000;34,000;32,000;40,600;3,786;3,154;3,769;2,846;2,833;3,278;1,039;1,051;1,043;1,088;1,063;1,057;76,471;79,487;82,979;82,353;80,322;7,843;7,692;10,638;17,647;10,955;42,857;53,846;76,923;84,615;64,560;0,000;0,000;0,000;15,385;3,846;3,333;2,359;3,489;2,353;2,438;3,172;0,067;0,062;0,076;0,071;0,079;0,019;12,000;11,000;12,000;11,000;11,000;39,000;12,000;11,000;12,000;11,000;10,000;39,000;1,198;1,179;1,068;1,200;1,545;1,762;0,000;0,000;0,000;0,000;0,000;1,183;169,000
74-International-Conference-on-Information-and-Communications-Security;B;22,000;29,000;49,000;33,000;31,000;32,800;75,000;102,000;153,000;101,000;102,000;106,600;3,636;3,655;3,551;3,333;3,323;3,500;1,067;1,039;1,137;1,089;1,010;1,068;66,667;82,353;87,582;85,149;80,437;18,667;14,706;11,111;14,851;14,834;45,455;58,621;69,388;75,758;62,305;13,636;6,897;0,000;9,091;7,406;3,440;3,412;3,516;3,050;2,980;3,579;0,046;0,034;0,023;0,030;0,030;0,008;17,000;26,000;39,000;27,000;30,000;104,000;17,000;26,000;38,000;27,000;30,000;102,000;1,189;1,103;1,957;1,210;1,019;2,854;0,000;0,000;0,000;0,000;0,000;0,658;456,000
75-ASIAN-Symposium-on-Programming-Languages-and-Systems;B;25,000;25,000;24,000;24,000;30,000;25,600;64,000;62,000;73,000;64,000;85,000;69,600;2,600;2,560;3,083;2,667;2,833;2,749;1,016;1,032;1,014;1,000;1,000;1,012;82,813;85,484;94,521;92,188;88,751;7,813;1,613;1,370;7,813;4,652;56,000;64,000;83,333;87,500;72,708;8,000;0,000;0,000;8,333;4,083;2,000;1,968;2,521;2,219;2,635;2,483;0,032;0,032;0,035;0,035;0,031;0,008;24,000;23,000;23,000;24,000;30,000;98,000;24,000;23,000;23,000;24,000;30,000;98,000;1,045;1,103;1,032;1,000;1,000;1,313;0,000;0,000;0,000;0,000;0,000;0,000;319,000
76-International-Conference-on-Agile-Software-Development-;B;27,000;17,000;15,000;22,000;41,000;24,400;82,000;55,000;39,000;56,000;98,000;66,000;3,333;3,235;2,667;2,818;2,658;2,942;1,098;1,000;1,026;1,107;1,112;1,069;76,829;81,818;74,359;82,143;78,787;10,976;12,727;25,641;17,857;16,800;37,037;58,824;73,333;68,182;59,344;14,815;5,882;6,667;13,636;10,250;3,317;2,582;2,000;2,500;2,327;2,868;0,041;0,048;0,053;0,045;0,024;0,010;20,000;17,000;14,000;18,000;32,000;72,000;20,000;17,000;14,000;18,000;32,000;71,000;1,319;1,000;1,000;1,205;1,194;2,264;0,000;0,000;0,000;0,000;0,000;1,779;281,000
77-Conference-on-Security-and-Cryptography-for-Networks;B;33,000;31,000;27,000;26,000;25,000;28,400;76,000;78,000;64,000;62,000;54,000;66,800;2,576;2,806;2,667;2,461;2,360;2,574;1,118;1,115;1,125;1,032;1,093;1,097;80,263;78,205;81,250;87,097;81,704;11,842;16,667;14,063;12,903;13,869;54,545;45,161;44,444;69,231;53,345;9,091;12,903;0,000;0,000;5,499;2,342;2,590;2,500;1,774;1,741;2,603;0,031;0,034;0,040;0,029;0,033;0,009;25,000;24,000;21,000;24,000;21,000;69,000;25,000;24,000;21,000;24,000;21,000;67,000;1,320;1,252;1,196;1,068;1,217;2,402;0,000;0,000;0,000;0,000;0,000;1,773;282,000
80-Verification-Model-Checking-and-Abstract-Interpretation;B;26,000;29,000;28,000;26,000;23,000;26,400;71,000;85,000;75,000;71,000;65,000;73,400;2,731;3,034;2,750;2,885;2,957;2,871;1,000;1,035;1,027;1,056;1,046;1,033;74,648;65,882;82,667;83,099;76,574;9,859;11,765;14,667;16,901;13,298;50,000;44,828;67,857;57,692;55,094;11,538;13,793;3,571;3,846;8,187;2,310;2,518;2,213;2,507;2,800;2,915;0,033;0,030;0,030;0,036;0,044;0,010;26,000;27,000;26,000;22,000;21,000;72,000;26,000;27,000;26,000;22,000;21,000;70,000;1,000;1,036;1,088;1,110;1,090;3,191;0,000;0,000;0,000;0,000;0,000;1,356;295,000
82-Conference-on-the-Quality-of-Software-Architectures;B;15,000;18,000;18,000;11,000;13,000;15,000;54,000;58,000;43,000;38,000;50,000;48,600;3,600;3,333;2,500;3,818;3,846;3,420;1,000;1,035;1,046;1,105;1,000;1,037;83,333;68,966;95,349;86,842;83,622;11,111;22,414;4,651;13,158;12,833;60,000;55,556;88,889;63,636;67,020;0,000;16,667;0,000;0,000;4,167;2,926;2,897;2,093;3,263;4,640;3,512;0,055;0,051;0,050;0,088;0,095;0,017;15,000;17,000;16,000;9,000;13,000;50,000;15,000;17,000;16,000;8,000;13,000;49,000;1,000;1,000;1,182;1,442;1,000;2,556;0,000;0,000;0,000;0,000;0,000;0,478;209,000
85-IEEE-International-Symposium-on-High-Assurance-Systems-Engineering;B;33,000;25,000;45,000;17,000;42,000;32,400;102,000;85,000;144,000;48,000;111,000;98,000;3,212;3,720;3,533;2,823;2,929;3,244;1,039;1,094;1,104;1,000;1,108;1,069;81,373;82,353;89,583;89,583;85,723;7,843;12,941;6,944;10,417;9,536;63,636;60,000;71,111;88,235;70,746;6,061;4,000;2,222;5,882;4,541;2,745;3,459;3,250;2,333;2,523;3,147;0,027;0,041;0,023;0,050;0,023;0,007;29,000;22,000;36,000;17,000;34,000;107,000;29,000;22,000;36,000;17,000;34,000;107,000;1,073;1,087;1,257;1,000;1,167;1,430;0,000;0,000;0,000;0,000;0,000;0,459;436,000
87-International-Conference-on-Software-Engineering-and-Formal-Methods;B;29,000;21,000;26,000;32,000;33,000;28,200;89,000;60,000;81,000;100,000;88,000;83,600;3,069;2,857;3,231;3,125;2,727;3,002;1,000;1,000;1,037;1,000;1,023;1,012;88,764;85,000;92,593;99,000;91,339;6,742;5,000;3,704;1,000;4,111;68,966;66,667;84,615;96,875;79,281;3,448;0,000;0,000;3,125;1,643;2,539;2,133;2,667;2,700;2,091;2,592;0,029;0,036;0,033;0,027;0,024;0,007;29,000;21,000;23,000;32,000;31,000;114,000;29,000;21,000;23,000;32,000;31,000;114,000;1,000;1,000;1,169;1,000;1,042;1,204;0,000;0,000;0,000;0,000;0,000;0,000;392,000
88-International-Conference-on-Trust-Privacy-and-Security-in-Digital-Business;B;16,000;16,000;18,000;18,000;21,000;17,800;53,000;44,000;55,000;48,000;63,000;52,600;3,313;2,750;3,056;2,833;3,143;3,019;1,000;1,000;1,000;1,063;1,048;1,022;83,019;65,909;89,091;89,583;81,901;13,208;2,273;0,000;10,417;6,474;75,000;37,500;83,333;77,778;68,403;6,250;6,250;5,556;0,000;4,514;3,094;2,045;2,291;2,458;2,540;2,728;0,060;0,048;0,042;0,052;0,041;0,012;16,000;16,000;18,000;16,000;19,000;63,000;16,000;16,000;18,000;16,000;19,000;63,000;1,000;1,000;1,000;1,119;1,012;1,509;0,000;0,000;0,000;0,000;0,000;0,439;228,000
89-International-Conference-on-Quality-Software;B;45,000;42,000;24,000;29,000;59,000;39,800;139,000;128,000;77,000;85,000;190,000;123,800;3,467;3,476;3,500;3,276;3,559;3,456;1,122;1,141;1,091;1,118;1,105;1,115;74,101;78,906;72,727;84,706;77,610;6,475;14,063;9,091;15,294;11,231;44,444;30,952;50,000;72,414;49,453;4,444;2,381;8,333;6,897;5,514;3,424;3,250;3,143;3,035;3,453;3,674;0,025;0,026;0,041;0,036;0,018;0,007;35,000;28,000;21,000;23,000;45,000;97,000;34,000;28,000;20,000;23,000;45,000;95,000;1,355;1,563;1,551;1,194;1,539;3,041;0,000;0,781;0,000;0,000;0,000;1,724;522,000
9-International-Conference-on-Applied-Cryptography-and-Network-Security;B;33,000;35,000;33,000;31,000;32,000;32,800;103,000;109,000;106,000;93,000;97,000;101,600;3,242;3,229;3,212;3,129;3,250;3,212;1,039;1,037;1,000;1,043;1,072;1,038;76,699;82,569;85,849;86,022;82,785;7,767;5,505;8,491;13,978;8,935;42,424;60,000;69,697;77,419;62,385;12,121;8,571;3,030;3,226;6,737;2,854;3,303;2,642;2,688;3,402;3,378;0,028;0,031;0,025;0,029;0,035;0,008;29,000;31,000;33,000;27,000;27,000;96,000;29,000;31,000;33,000;27,000;27,000;93,000;1,197;1,342;1,000;1,126;1,297;2,974;0,000;0,000;0,000;0,000;0,000;0,229;437,000
90-Information-Security-Practice-and-Experience-Conference;B;41,000;27,000;27,000;32,000;28,000;31,000;138,000;84,000;84,000;93,000;74,000;94,600;3,634;3,630;3,222;3,000;3,000;3,297;1,080;1,167;1,036;1,032;1,135;1,090;84,058;76,190;80,952;90,323;82,881;9,420;8,333;13,095;9,677;10,132;63,415;40,741;55,556;78,125;59,459;4,878;0,000;3,704;0,000;2,145;3,478;3,119;2,619;2,516;2,622;3,246;0,025;0,038;0,032;0,027;0,036;0,008;32,000;20,000;24,000;30,000;21,000;86,000;32,000;20,000;24,000;30,000;20,000;85,000;1,698;1,514;1,209;1,017;1,668;2,093;0,000;0,000;0,000;0,000;0,000;1,232;406,000
91-International-Conference-on-Cryptology-and-Network-Security;B;25,000;18,000;22,000;19,000;21,000;21,000;65,000;46,000;59,000;50,000;66,000;57,200;2,600;2,722;2,727;2,684;3,191;2,785;1,000;1,065;1,017;1,020;1,015;1,023;83,077;97,826;84,746;84,000;87,412;10,769;0,000;10,169;16,000;9,235;76,000;94,444;72,727;73,684;79,214;0,000;0,000;4,545;10,526;3,768;1,908;1,957;2,034;2,080;2,636;2,288;0,030;0,043;0,035;0,042;0,041;0,009;25,000;17,000;21,000;18,000;20,000;81,000;25,000;17,000;21,000;18,000;20,000;81,000;1,000;1,000;1,032;1,037;1,044;1,277;0,000;0,000;0,000;0,000;0,000;0,000;257,000
